NAME,rwater,TOWN,BASIN,GSI,SIC,Municipalities,samp_location,samp_date,storm_mag,storm_dur,prev_storm,rain_ph,days_last_storm,o_n_g,samp_ph,cod,tss,tp,tkn,no3,fec_coli,tot_copper,tot_zinc,tot_lead,24_hr_lc50,48_hr_lc50,hardness
NRG Middletown Operations,CT River,83,,1428,4911,N,DSN 017-1,9/26/02,1.8,42,9/23/02,6.6,3,1.5,7.3,89,6,0.59,3.2,2.4,20,0.016,0.762,0.001,0.92,0.69,64
Dynamic Gunver Technologies,Hockanum River,77,,1321,3444,N,outfall #1,9/26/02,0.56,5.5,9/23/02,5.7,3,1,6.12,28,7,0.1,1.1,0.6,"3,500",0.005,0.145,0.004,1,1,8
"Dynamic Gunver Technologies,LLC",Hockanum River,77,,1295,3444,N,outfall #1,9/26/02,0.56,5.5,9/23/02,4.06,3,1,4.39,110,180,0.51,3.2,0.7,"1,400",0.029,0.105,0.075,1,0.71,12
"Dynamic Gunver Technologies,LLC",Hockanum River,77,,1295,3444,N,outfall #2,9/26/02,0.56,5.5,9/23/02,4.06,3,1.4,4.08,70,54,0.22,2.7,1.7,10,0.02,0.026,0.008,1,1,16
"Dynamic Gunver Technologies,LLC",Hockanum River,77,,1310,3444,N,outfall 001,9/26/02,0.56,5.5,9/23/02,5.87,3,1,6.35,6,21,0.41,1.1,1.1,70,0.009,1.51,0.004,0.9,0.23,12
"Dynamic Gunver Technologies,LLC",Hockanum River,77,,1310,3444,N,outfall 002,9/26/02,0.56,5.5,9/23/02,5.87,3,1.4,5.95,20,8,0.1,0.3,0.6,20,0.01,0.122,0.004,1,1,8
"Dynamic Gunver Technologies,LLC",Hockanum River,77,,1310,3444,N,outfall 003,9/26/02,0.56,5.5,9/23/02,5.87,3,1.7,4.57,53,31,0.1,2,1.5,830,0.018,0.406,0.008,1,0.74,16
"Dynamic Gunver Technologies,LLC",Hockanum River,77,,1310,3444,N,outfall 004,9/26/02,0.56,5.5,9/23/02,5.87,3,1.9,4.83,68,26,0.18,1.8,1.4,"31,000",0.024,0.286,0.004,1,0.71,12
"Dynamic Gunver Technologies,LLC",Hockanum River,77,,1310,3444,N,outfall 005,9/26/02,0.56,5.5,9/23/02,5.87,3,1.9,6.41,46,16,0.26,1.3,0.9,"1,200",0.026,0.095,0.004,1,1,72
"Dynamic Gunver Technologies,LLC",Hockanum River,77,,1218,3444,N,outfall 001,9/26/02,0.56,5.5,9/23/02,5,3,1,6.6,14,44,0.15,2.4,0.7,,0.004,0.092,0.004,1,1,72
Wiremold Company,Piper Brook,155,,1403,3643,N,outfall #1,10/16/02,0.88,14,10/12/02,,4,1,6,71,14,0.08,0.67,0.3,800,0.02,0.14,0.03,1,1,8
Wiremold Company,Piper Brook,155,,1403,3643,N,outfall #2,10/16/02,0.88,14,10/12/02,,4,1,6.7,79,436,0.07,2.06,0.3,>2000,0.06,0.51,0.07,1,1,33
Wiremold Company,Dividend Brook,119,,1402,3644,N,Rocky Hill Outfall,10/16/02,0.88,14,10/12/02,,4,1,5.5,25,4,0.02,0.48,0.2,440,0.01,0.08,0.03,1,0.52,3
Neurogen Corp,Branford River 5111,14,,1505,2834,N,001 phase 5 East,8/29/02,2,,,4.01,,1,7.5,29,68,0.12,0.3,1.3,200,0.024,0.16,0.002,1,1,83.3
Neurogen Corp,Branford River 5111,14,,1505,2834,N,002 btwn P5 & P1,8/29/02,2,,,4.01,,1,6.5,16,11,0.01,0.05,0.9,600,0.024,0.07,0.003,1,0.76,1
Neurogen Corp,Branford River 5111,14,,1505,2834,N,003 phase 2 NW,8/29/02,2,,,4.01,,1,6.1,7,14,0.01,0.05,0.8,700,0.007,0.04,0.001,1,0.69,1
Neurogen Corp,Branford River 5111,14,,1505,2834,N,004 phase 2 SW,8/29/02,2,,,4.01,,1,6.1,12,6,0.05,0.02,0.8,"2,800",0.011,0.03,0.002,1,1,1
Neurogen Corp,Branford River 5111,14,,1505,2834,N,005 phase 3,8/29/02,2,,,4.01,,1,6,11,13,0.07,0.05,0.6,"4,000",0.044,0.04,0.004,1,0.74,1
The Torrington Company-Standard Plant,East Branch Naugatuck,143,,196,3562,N,1,9/27/02,0.65,8.8,9/16/02,6,11,3.2,6.14,10,5,0.04,0.11,0.1,"2,700",0.013,0.05,0.01,1,1,16
The Torrington Company-Standard Plant,East Branch Naugatuck,143,,196,3562,N,2,9/27/02,0.65,8.8,9/16/02,6,11,3.3,6.2,10,5,0.08,0.27,0.2,"10,400",0.023,0.077,0.01,1,0.41,24
The Torrington Company-Standard Plant,East Branch Naugatuck,143,,196,3562,N,3,9/27/02,0.65,8.8,9/16/02,6,11,3.3,6.33,12,5,0.05,0.17,0.1,"7,600",0.01,0.05,0.01,1,1,28
Kleeman Brothers Auto Parts,trib to Shetucket,114,,923,,N,ephemeral stream under facility fence near rte. 165-#01,8/20/02,0.62,3.5,7/28/02,6.5,23,1,5.84,38,50,0.02,0.99,0.5,>2400,0.04,0.33,0.021,1,0.71,16
Airborne Express,,13,,1545,4215,Y,CB 7,9/16/02,0.55,3.5,,7.29,,2.4,7.29,17,6,0.2,0.52,0.5,>600,0.002,0.034,0.001,1,1,16
Mica Corp,Housatonic River,126,,1219,2891,Y,CB-1,9/26/02,2,20,8/20/02,6.5,37,0.5,5.22,24,10,0.01,1.49,0.3,500,0.011,0.078,0.005,1,1,20
Airborne Express,Piper Brook,155,,1547,4215,N,CB 5,10/14/02,0.5,8,,7,,2,7.46,29,5,0.06,0.9,1.6,10,0.013,0.071,0.001,1,1,116
Handy & Harman,Turney Creek,51,,1235,3356,N,1,8/29/02,1.96,13,8/24/02,6.01,5,5,5.65,5,1,0.1,1.1,0.6,10,0.11,0.35,0.022,0.07,0.06,16
Handy & Harman,Turney Creek,51,,1235,3356,N,2,8/29/02,1.96,13,8/24/02,6.01,5,5,6.07,5,1,0.1,1.4,0.7,10,0.088,0.15,0.013,1,1,76
Handy & Harman,Turney Creek,51,,1235,3356,N,3,8/29/02,1.96,13,8/24/02,6.01,5,5,6.1,5,1,0.1,1,0.7,10,0.13,0.32,0.042,0.06,0.06,12
Bruce And Johnsons Marina Inc.,Branford River,14,,647,4493,Y,SD near B dock,9/27/02,1,6,,,,0.5,7.33,17,1,0.02,0.59,0.3,100,1.19,0.145,0.006,0.29,0.11,20
MTU Aero Engine Components,Webster Brook,94,,355,3724,N,New Britain Ave,9/27/02,,7,9/15/02,,12,1,5.8,16,4,0.04,0.16,0.1,"3,600",0.01,0.03,0.03,1,1,2
Brewer Yacht Yard Group,Pauchaug River,154,,907,4493,N,travel lift well,9/26/02,2.2,21,9/23/02,5.1,3,1,8.4,40,22,1.31,0.5,0.2,"1,140",0.066,0.088,0.017,0.06,0.06,21
Light Sources,Oyster River,107,,1168,3641,N,134506,10/16/02,0.8,5,10/12/02,7.14,4,1,7.21,4,17,0.05,0.59,0.3,tntc,0.05,0.19,0.05,1,1,33
Saft America,Muddy River,101,,1489,3691,Y,,9/26/02,0.83,5,9/22/02,,4,5,5.32,237,64,0.05,2.3,3.7,100,0.01,4.67,0.15,0.13,0.1,33.7
Technical Coating Laboratory,Farmington Basin,4,,1302,2851,N,outfall CB-A,7/23/02,0.79,6,7/19/02,3.7,4,1,6.1,59,26,0.07,1.45,0.5,tntc,0.02,0.2,0.03,0.92,0.71,20
Technical Coating Laboratory,Farmington Basin,4,,1302,2851,N,outfall CB-C,7/23/02,0.79,6,7/19/02,3.7,4,1,5.2,24,48,0.07,1.03,0.7,tntc,0.02,0.07,0.03,1,1,8
Custom Metal Crafters,Connecticut River,94,,908,3471,N,"16"" outfall w/in CB on N. mountain rd",8/29/02,1.1,10,8/24/02,6.4,5,1.5,6.4,49,11,0.32,3.4,2,30,0.105,0.344,0.003,0.66,0.57,12
Pro/Mark Corp,Hockanum River,77,,1351,2759,N,1,9/15/02,0.62,17,9/4/02,4.02,11,2.5,6.8,20,9,0.08,1.5,0.5,"7,000",0.005,0.094,0.005,1,1,16
Northeast Transportation,Naugatuck River,151,,941,4111,N,N pkng lot CB,10/16/02,1.14,14,10/12/02,6.7,4,1,6.36,71,14,0.13,1.68,0.1,400,0.07,0.14,0.02,1,1,20.2
Killingly Asphalt Products (All States Asphalt),,69,,122,2951,Y,swale @ entrance to CB,9/23/02,0.1,6,9/16/02,7.2,7,1.6,7.36,33,27,0.19,0.62,0.1,>600,0.006,0.036,0.004,1,1,32
Prefered Mfg,,101,,718,,Y,lower pkng lot,9/26/02,1.53,,9/16/02,5.07,10,1.6,5.54,4,3,0.05,0.52,0.2,38,0.005,0.008,0.002,1,1,1
Sandlapper Fabrics,Still River,34,,331,2261,N,Rear Headwall,10/16/02,1.25,4,10/12/02,7,4,5,7.21,31,46,4.86,1,0.3,0,0.022,0.146,0.005,1,1,26
R.J. Guerrera,,6,,1543,4213,N,outfall pipe,10/16/02,0.53,50,10/13/02,5.05,3,1.6,5.48,35,10,0.18,1.36,0.2,2,0.015,0.243,0.004,1,0.96,10.6
Eaton Corporation,,9,,298,3625,N,I 02-01,6/5/02,,,6/1/02,7.53,4,5,6.91,33,31,0.1,2.1,0.6,200,0.04,0.067,0.013,1,1,14
Eaton Corporation,,9,,298,3625,N,II 02-02,6/5/02,,,6/1/02,7.53,4,5,6.82,25,89,0.1,1.8,0.6,100,0.04,0.09,0.013,1,1,15
Eaton Corporation,,9,,298,3625,N,III 02-03,6/5/02,,,6/1/02,7.53,4,5,6.74,33,13,0.1,1.5,0.7,100,0.04,0.072,0.013,1,1,16
Albreada Refuse & Sweeping,Naugatuck River,74,,1519,4212,Y,1,9/26/02,1.16,12,9/23/02,7.6,3,1.4,6.86,17,17,0.03,1.2,0.1,>2000,0.012,0.106,0.007,1,1,16
Sterling Street Terminal,,43,,1583,5171,Y,CB,10/11/02,,,,,,1.4,5.33,1,41,0.13,0.93,0.8,160,0.051,0.133,0.041,1,1,40
City Chemical,,156,,1193,2819,Y,site #1,10/16/02,1.02,15,10/13/02,3.98,3,5,4.9,2,1,0.03,0.56,0.1,10,0.002,0.06,0.001,1,1,1
City Chemical,,156,,1193,2819,Y,site #2,10/16/02,1.02,15,10/13/02,3.98,3,6,6.6,3,1,0.05,1.4,0.1,10,0.002,4.32,0.001,0.07,0.06,1
M.L. & P. Trucking,,113,,1391,1442,Y,outfall #1 (MLP-1),10/11/02,2.54,74,10/4/02,5.4,7,1.4,7.6,28,24,0.12,0.8,0.7,>2000,0.01,0.03,0.03,1,1,63
Corbin Russwin,Webster Brook,7,,260,3429,N,DSN #001,8/29/02,1.94,15,8/24/02,5.1,5,4,6.6,23,3,0.09,0.8,0.8,>2000,0.06,0.2,0.05,0.18,0.16,18
Corbin Russwin,Webster Brook,7,,260,3429,N,DSN #004,8/29/02,1.94,15,8/24/02,5.1,5,4,5.3,23,1,0.09,0.85,0.4,>2000,0.68,0.48,0.03,0.2,0.15,4
Corbin Russwin,Webster Brook,7,,260,3429,N,DSN #005,8/29/02,1.94,15,8/24/02,5.1,5,4,7.8,34,3,0.14,1.39,1.7,30,0.35,0.26,0.03,0.06,0.06,78
West Brook Concrete Block,Cold Stream Brook,154,,666,3271,N,1A,10/16/02,1.5,6,10/13/02,,3,3.4,7.4,73,44,0.03,0.76,0.3,"1,500",0.01,0.11,0.03,1,1,62
West Brook Concrete Block,Cold Stream Brook,154,,666,3271,N,2A,10/16/02,1.5,6,10/13/02,,3,6.5,6.8,77,71,0.05,0.64,2.1,100,0.02,0.35,0.03,1,1,83
West Brook Concrete Block,Cold Stream Brook,154,,666,3271,N,3A,10/16/02,1.5,6,10/13/02,,3,2.6,8.6,69,1006,0.15,1.2,0.1,"2,300",0.06,0.14,0.03,1,1,91
Vitramon,Pequonnock River,85,,852,3675,N,"OF-1 roof, SE pkng lot",11/5/02,0.16,0.7,10/25/02,4.95,11,1,4.87,28,5,0.12,0.45,0.8,"4,400",0.05,0.19,0.01,1,0.89,14
Vitramon,Pequonnock River,85,,852,3675,N,OF-2 near warehouse #2,11/5/02,0.16,0.7,10/25/02,4.95,11,2.5,4.72,451,21,4.7,12.8,0.2,tntc,0.06,1.69,0.01,1,1,30
Vitramon,Pequonnock River,85,,852,3675,N,OF-3 swale SE pkng lot,11/5/02,0.16,0.7,10/25/02,4.95,11,1,4.96,122,10,0.1,0.64,0.1,"3,900",0.05,0.04,0.01,1,1,22
Bodycote/Lindberg,Webster Brook,7,,479,3398,N,near loading dock-south side,11/6/02,0.68,7,10/26/02,5.8,11,1,6.8,10,7,0.1,2,0.1,600,0.02,0.07,0.005,1,1,24
JCG Assoc/Laidlaw Inc,Still River,34,,1292,4173,N,1,12/20/02,0.73,2,,7.11,,61.8,6.9,423,1364,2,10.6,0.4,100,0.005,0.028,0.005,1,0.74,12
Rex Precast,Quinnipiac Basin,25,,623,3272,Y,#1,11/6/02,,,,7.2,,1,9.4,10,25,0.2,1,0.3,100,0.01,,0.005,1,1,44
Auto Parts Depot,,64,,1169,5015,Y,,1/2/03,,,,,,10,7.56,200,50,0.16,2.3,0.4,40,0.034,0.356,0.077,1,1,200
Whyco Technologies,Naugatuck River,140,,806,3471,N,SW Outfall 003-SE corner of site,8/29/02,2.2,16,8/24/02,6.9,5,1,6.7,4,7,0.08,1.74,3.7,>2000,0.05,0.39,0.03,0.76,0.41,20
Whyco Technologies,Naugatuck River,140,,806,3471,N,SW Outfall 005-break in curb along W portion of property,8/29/02,2.2,16,8/24/02,6.9,5,3.5,7.1,4,52,0.06,0.71,0.3,>2000,0.06,0.39,0.19,1,0.72,8
Burlington Construction Co. DBA Sega Ready Mix,Naugatuck River,151,,592,3273,Y,SW corner of plant,9/15/02,0.5,5,9/11/02,,4,22,8.71,5,510,0.63,1.5,0.6,>600,0.22,0.27,0.076,1,0.41,22
Burlington Construction Co. DBA Sega Ready Mix,Still River,96,,593,3273,Y,NE swale area(DSN001-01NM),9/26/02,,4,9/15/02,7.36,11,5,6.72,61,62,2.9,1,0.3,"1,900",0.04,0.073,0.013,1,1,110
Burlington Construction Co. DBA Sega Ready Mix,Still River,96,,593,3273,Y,O/W sep dis. pipe(DSN001-01NM),9/26/02,,4,9/15/02,8.3,11,5,7.73,83,0,0.1,1,0.7,"2,900",0.065,0.28,0.024,1,1,250
Martin Marietta Magnesia Specialty,Bridgeport Harbor,15,,890,2899,Y,MM-1,11/6/02,0.43,16,10/26/02,4.9,11,5,7.86,5,510,0.42,1,0.5,100,0.066,0.17,0.051,1,1,1000
The Flame Treating & Engineering Co,Park River,155,,414,3398,N,Outfall 1,11/6/02,0.51,9.5,11/4/02,6,2,1,5,53,4,0.06,1.69,1.8,100,0.1,0.14,0.03,0.78,0.44,36
Quebecor,Stoughton Brook,132,,1210,2759,N,Outfall 001,10/11/02,1.18,16,10/5/02,4.7,6,5,8.6,60,148,0.17,2.29,0.3,>2000,0.03,0.2,0.03,1,1,16
Guilford Boat Yards,West River,60,,536,4493,Y,trough @ travel lift well,8/20/02,0.2,2,8/16/02,4.2,4,2,6.57,100,30000,0.76,0.6,3.6,>600,0.463,0.14,0.064,1,0.55,44
Dainty Rubbish Service,,83,,127,,N,outfall #2,8/29/02,2,12,8/3/02,6.5,26,8.2,6.5,32,420,0.37,2.04,0.2,40,0.06,0.25,0.06,1,1,44
Condor Pacific,Judd Brook,25,,841,3812,N,1,6/26/02,0.31,24,6/16/02,5.8,10,1,6.1,567,27,0.05,1.61,0.3,100,0.01,0.03,0.03,1,1,0
Condor Pacific,Judd Brook,25,,841,3812,N,2,6/26/02,0.31,24,6/16/02,5.8,10,7.1,5.9,44,8,0.04,8.78,1.1,>800,0.24,0.76,0.03,0.1,0.08,14
Clairol Inc,LI Sound,135,,1494,2844,N,CB 24,10/11/02,1.75,1.8,10/5/02,7.33,6,2.4,7.43,22,7,0.09,0.96,0.6,48,0.012,0.043,0.002,1,1,56.5
Purification Technologies,,26,,1100,3259,Y,pond exit,11/6/02,1,3,,,,1,7.1,51,12,0.02,6.5,0.5,60,0.03,0.03,0.03,1,1,33
Roadway Express,Susquetonscut Brook,53,,115,4213,Y,#1,9/27/02,,,,6,,1,6.23,30,470,1.8,1,0.2,"30,000",0.046,0.13,0.009,1,1,20
Roadway Express,Snake Meadow Brook,116,,1224,4213,Y,outfall #1,9/27/02,,,,6,,1,5.78,43,150,0.2,1,0.6,100,0.01,0.011,0.054,1,1,28
Roadway Express,Turkey Brook,153,,164,4213,N,#1,9/27/02,,,,7.6,,1,7.82,10,4,0.2,1,0.2,"3,400",0.01,0.062,0.005,1,1,12
Roadway Express,"E branch, Oyster River",156,,167,4213,N,#1,9/27/02,,,,6,,1,7.47,17,19,0.2,1,0.5,"2,400",0.01,0.068,0.005,1,1,60
Roadway Express,"E branch, Oyster River",156,,167,4213,N,#2,9/27/02,,,,6,,1,7.6,17,4,0.2,1,0.5,"2,600",0.01,0.036,0.005,1,1,54
Roadway Express,Miry Brook,34,,102,4213,N,#2,9/27/02,,,,7.8,,1,8.16,10,5,0.2,1,0.1,"200,000",0.01,0.035,0.005,1,1,28
Roadway Express,E Branch Harbor,135,,154,4213,N,#2,9/26/02,,,,5.5,,8.8,7.69,200,150,0.97,8.9,0.6,"70,000",0.23,0.5,0.27,1,0.68,134
Algonquin Industries,East Creek,60,,845,3351,N,SW1,9/15/02,0.25,1,9/2/02,5.5,13,1,5.3,4,1,0.03,1.03,0.6,>2000,0.01,0.17,0.03,0.73,0.54,3
Algonquin Industries,East Creek,60,,845,3351,N,SW2,9/15/02,0.25,1,9/2/02,5.5,13,1,6.2,4,1,0.02,0.95,0.7,>2000,0.01,3.96,0.03,0.13,0.08,2
Pine Creek Boat Yard,,14,,851,,Y,runoff pipe,10/11/02,,,10/5/02,4.47,6,5,6.3,36,1,0.16,0.54,0.7,tntc,0.046,0.08,0.001,1,1,18
Capewell Horsenails Inc,,11,,1273,3490,N,runoff @ back of facility,11/4/02,0.1,,,4.85,,11,4.9,16,8,0.08,3.99,3.5,100,0.005,2.68,0.005,1,0.15,10.2
Gales Ferry Marina,Clark Cove,72,,713,4493,Y,,10/16/02,1.5,6,10/12/02,5.35,4,2,5.79,88,120,0.06,0.85,0.3,3,0.69,0.15,0.03,0.06,0.06,4
Regional Refuse Disposal District,Farmington River,5,,205,,Y,SW-1,10/15/02,0.8,4,,6.3,,1.6,7.4,28,13,0.03,4.8,0.6,150,0.005,0.01,0.005,1,1,84
Safety-Kleen Corp.,Park River,155,,652,7389,N,SW-1,9/22/02,0.1,10,9/16/02,,6,1,5.16,49,14,0.2,3.3,0.5,"6,800",0.01,0.53,0.005,1,0.81,20
Creed Monarch Inc,Connecticut River(Mattabasset),89,,1004,3451,N,MHI,9/26/02,0.75,12,9/21/02,6.3,5,1,6.77,19,4,0.05,1.12,0.7,2,0.005,0.142,0.002,1,1,6.7
Creed Monarch Inc,Connecticut River(Mattabasset),89,,1004,3451,N,pkng lot drain,9/26/02,0.75,12,9/21/02,6.3,5,2.4,5.74,32,6,0.05,1.72,0.6,3,0.005,0.334,0.002,1,1,4.5
General Data Comm ,Long Meadow Brook,88,,128,3823,N,CB #1,10/16/02,1.06,14.5,10/13/02,4.5,3,5,9.5,4,34,0.04,1.04,0.1,>2000,0.13,0.33,0.07,1,1,8
International Paper,Quinnebaug River,116,,741,2653,N,Outfall #1,8/20/02,1.3,5,8/2/02,8.5,18,1.3,6.8,29,1,0.32,1.6,1.3,320,0.01,0.44,0.004,0.71,0.51,6.1
International Paper,Quinnebaug River,116,,741,2653,N,Outfall #2,8/20/02,1.3,5,8/2/02,8.5,18,1.2,8.5,8,18,0.15,0.8,0.7,600,0.01,0.11,0.004,0.87,0.62,3.8
International Paper,Quinnebaug River,116,,741,2653,N,Outfall #3,8/20/02,1.3,5,8/2/02,8.5,18,1.1,8.3,26,18,0.21,1.5,0.9,"3,200",0.01,0.063,0.004,1,0.83,3.8
International Paper,Quinnebaug River,116,,741,2653,N,Outfall #4,8/20/02,1.3,5,8/2/02,8.5,18,1,6.1,51,45,0.05,2,0.9,290,0.017,0.13,0.009,0.71,0.36,3.8
Waterbury Rolling Mills,Naugatuck River,151,,349,3356,N,WRM SW,9/15/02,0.46,14.5,,4.77,,2.2,4.78,49,23,0.2,1,0.4,100,0.4,0.7,0.043,0.06,0.06,16
Connecticut Transit,Connecticut River,64,,696,4173,N,2,10/11/02,1.18,24,10/5/02,4.7,6,6.9,7.4,53,21,0.08,1.07,0.4,>2000,0.02,0.18,0.05,1,0.77,12
Yardney Technical Pdts,Pawcatuck River,137,,342,3692,N,DSN6014,10/11/02,0.66,16,9/28/02,6.9,13,1.6,6.91,8,9,0.05,1,0.1,6,0.045,0.752,0.004,0.62,0.37,1219
Winsted Precision Ball Company,Still River,162,,910,3499,N,DSN001,10/16/02,0.88,5,,6.36,,2.5,5.71,35,10,0.05,1.8,0.7,4,0.07,0.06,0.005,0.2,0.16,22
TurboCare,Hockanum River,43,,1569,3724,N,1,9/15/02,0.62,17,9/4/02,4.02,11,1.8,3.8,20,10,0.06,2,0.5,50,0.039,2.02,0.009,0.39,0.31,12
Stamford Iron,Stamford sewer,135,,491,5093,Y,O/W sep discharge valve,11/13/02,0.84,64,11/6/02,,7,10.8,7.93,606,42,0.27,2,0.4,24,0.005,0.605,0.003,1,1,112.8
Edmunds Gages,sewer,52,,183,3829,N,1,11/4/02,0.1,4.5,10/27/02,3.85,8,3.6,4.9,380,34,0.58,3.4,3.2,50,0.013,0.129,0.006,1,1,20
The Stamford Corporation I,Noroton River,135,,671,2899,Y,isolation Pit (IP),9/26/02,,,,6.7,,2,6.95,315,27,0.01,2.2,1.1,400,0.022,0.186,0.012,1,1,60
The Stamford Corporation I,Noroton River,135,,671,2899,Y,CB #2,9/26/02,,,,6.7,,3,7.27,551,60,0.14,3.4,1.1,100,0.076,0.333,0.042,1,1,72
Griswold Rubber Company,Moosup River,109,,832,3069,N,WSN-northern outfall,8/20/02,0.75,6,8/1/02,5,19,1,7.1,51,10,0.14,3.4,1.7,460,0.01,0.72,0.004,1,0.66,40
Griswold Rubber Company,Moosup River,109,,832,3069,N,WSS-southern outfall,8/20/02,0.75,6,8/1/02,5,19,2,6.6,130,14,0.29,4.4,0.4,20,0.01,0.26,0.017,1,0.73,64
Framatome Connectors,Sympaug Brook,9,,809,3643,N,Stormwater Outfall 001-CB4,9/27/02,1.53,37.5,9/16/02,6,11,1,7,4,1,0.04,0.13,0.1,240,0.03,0.11,0.03,0.27,0.19,8
Watson Laboratories,Still River,34,,950,2834,N,A,9/26/02,1.5,16.5,9/23/02,6.85,3,1,4.76,78,19,0.2,1.6,1.1,100,0.037,1.1,0.026,0.59,0.39,32
Watson Laboratories,Still River,34,,950,2834,N,B,9/26/02,1.5,16.5,9/23/02,6.85,3,2.5,4.74,70,44,0.2,1,0.5,100,0.015,1.2,0.008,0.57,0.22,20
Watson Laboratories,Still River,34,,950,2834,N,C,9/26/02,1.5,16.5,9/23/02,6.85,3,1.3,4.52,110,60,0.2,1,0.5,100,0.022,0.82,0.005,0.74,0.57,16
Watson Laboratories,Still River,34,,950,2834,N,D,9/26/02,1.5,16.5,9/23/02,6.85,3,1.5,5.98,110,44,0.2,1,0.7,600,0.017,0.11,0.013,1,1,28
Pharmcia & Upjohn,Quinnipiac River,101,,143,4953,Y,SWPPP-1,9/15/02,0.83,10,9/4/02,5.31,11,4,6,29,23,0.16,1.3,0.7,"150,000",0.01,0.11,0.005,1,1,12
Pharmcia & Upjohn,Quinnipiac River,101,,143,4953,Y,SWPPP-2,9/15/02,0.83,10,9/4/02,5.31,11,4.4,6.2,20,100,0.08,0.35,0.2,120,0.01,0.06,0.005,1,1,20
Pharmcia & Upjohn,Quinnipiac River,101,,143,4953,Y,SWPPP-3,9/15/02,0.83,10,9/4/02,5.31,11,4.4,7.3,20,5,0.04,0.94,0.7,"31,000",0.01,0.05,0.005,1,0.72,88
Quality Rolling & Deburring,Naugatuck River,140,,1092,3471,N,SW dis pipe,9/23/02,0.1,2.5,9/19/02,7.1,4,2.1,6.46,42,12,0.2,1.68,0.5,>600,0.11,0.459,0.028,0.14,0.09,8
Connecticut Natural Gas Corp,CT River,43,,1506,4214,N,1,9/23/02,0.22,6,9/16/02,4.2,7,1.8,7.5,32,6,0.15,1.4,0.5,50,0.006,1.08,0.005,0.75,0.4,12
Petzold,Connecticut River,113,,398,,N,,11/12/02,0.2,,11/11/02,,1,1.5,5.7,10,5,0.04,0.36,0.2,>600,0.095,0.045,0.003,0.16,0.1,0
Sysco Food Services of CT,,119,,489,5140,N,Detention Outfall #1,9/26/02,0.49,5,9/23/02,6.3,3,1,7.59,15,2,0.05,1,0.1,22,0.005,0.005,0.002,1,1,126.7
The News Times,Still River,34,,1129,,N,MH 1 outfall closest to loading dock,11/12/02,0.95,8,11/6/02,5.3,6,1,5.8,29,27,0.01,2.8,0.3,660,0.07,0.17,0.05,1,0.88,16
SHW Inc,Naugatuck River,143,,948,3321,N,,10/16/02,0.46,5,,6.66,,7.3,5.28,38,5,0.01,0.29,0.8,52,0.03,0.004,0.005,1,1,0
Arkwright,West River,60,,1200,3861,N,swale E side,12/20/02,1.65,7,,6,,16,5.03,170,97,0.02,1.3,0.9,100,0.011,0.08,0.018,1,0.91,28.3
Waste Management of CT,,152,,1120,5015,N,DSN-001,12/20/02,1.11,9,12/14/02,6.7,6,3.1,7.5,59,11,0.09,1.64,0.4,410,0.03,0.07,0.04,1,1,144
Town of Plainville,Quinnipiac River,110,,1368,,Y,Norton Park,11/16/02,2.5,43,11/13/02,4.21,3,1.8,5.3,130,25,1,1.3,0.5,50,0.011,0.038,0.007,1,0.32,84
Town of Plainville,Pequabuck River,110,,778,,Y,Granger Lane Leak off,11/16/02,2.5,43,11/13/02,4.21,3,1.8,6.5,240,86,0.58,3.2,0.9,"1,800",0.021,0.184,0.016,1,1,44
ACH Food Co,Housatonic River,96,,989,2079,N,DSN 001,9/15/02,1.66,18,9/4/02,8.12,11,95,8.08,6,14,0.1,1.1,4.2,150,0.04,0.057,0.013,1,1,248
ACH Food Co,Housatonic River,96,,989,2079,N,DSN 002,9/15/02,1.66,18,9/4/02,8.12,11,5,7.52,62,47,0.7,2.9,4,80,0.04,0.84,0.04,1,1,208
Longwood Engineered Products,Johnson Creek,138,,1346,3069,N,DSN 001,9/15/02,1.82,10,9/4/02,6.78,11,5,6.85,53,150,0.1,1.9,0.9,>600,0.04,0.063,0.013,1,1,24
CiDRA Corp,Quinnipiac River,148,,1493,3441,N,1,12/11/02,0.42,3,12/5/02,6.9,6,5,7.12,5,3,0.1,1,0.4,100,0.04,0.15,0.013,0.76,0.54,1.3
Meridian,Quinebaug River Basin,109,,1380,3011,N,retention pond,10/16/02,1.5,4,10/12/02,5.87,4,1,6.32,10,8,0.02,0.29,0.3,4,0.02,0.05,0.01,1,1,48
Pennant Foods,Quinnipiac River,101,,1735,2051,N,CS-1,12/20/02,1.11,19,12/16/02,6.4,4,5,6.93,55,72,0.15,2,0.6,100,0.04,0.25,0.014,1,1,34
Crompton Mfg Co,Naugatuck River,88,,864,2869,N,SW outfall #2 (sw-01),9/15/02,1.32,5,9/3/02,6,12,1.2,5.78,16,52,0.02,0.75,0.1,100,0.02,0.077,0.042,1,1,12
Crompton Mfg Co,Naugatuck River,88,,864,2869,N,SW outfall #3 (sw-02),9/15/02,1.32,5,9/3/02,6,12,0.5,5.8,56,179,0.31,2.06,0.3,"5,700",0.025,0.086,0.03,1,1,4
Norwich/Rose City Dying & Finishing,Thames River,104,,1036,2221,Y,,9/26/02,1.3,2.5,9/15/02,5.99,11,1,4.3,138,4,0.95,134.4,1.3,"3,000",0.05,0.1,0.02,1,1,22
